example_path,merged_label,label,new_split,vis_source,inf_source,status,output_channels
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\3.5211185320026748_117.21702748588682,Other,Fish pond,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0124150148476531_114.13499926616372,Other,Other,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4457204118957798_110.63135478315436,Plantation,Oil palm plantation,train,2014_05_10_cloud_12.png,2014_05_10_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.7983613224032295_105.653592382299,Grassland shrubland,Grassland shrubland,train,2015_08_13_cloud_0.png,2015_08_13_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.280757893523868_97.7529890355956,Other,Other,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.355145582887482_121.79783280226783,Smallholder agriculture,Small-scale agriculture,train,2013_05_22_cloud_0.png,2013_05_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.4014928809352534_116.05851686828468,Other,Secondary forest,train,2015_09_13_cloud_0.png,2015_09_13_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.3787979971673874_116.34169477463642,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.357610622064798_121.93545162565168,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.2271809056691074_101.05100078590895,Smallholder agriculture,Small-scale agriculture,train,2016_02_26_cloud_0.png,2016_02_26_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.3972412116688844_110.4939559976366,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.6981991849538832_102.71908830521892,Smallholder agriculture,Small-scale mixed plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9709360302547204_118.17758767581108,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.460463508048613_97.3243986546752,Plantation,Timber plantation,train,2015_03_16_cloud_0.png,2015_03_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.237501943250666_113.82548275344251,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.1165721561227814_101.48256810751656,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.899518375423592_111.22678792712368,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5748594208581981_102.04216042564352,Plantation,Timber plantation,train,2014_06_21_cloud_0.png,2014_06_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.8450982457979668_133.6723027060045,Plantation,Oil palm plantation,train,2015_10_18_cloud_0.png,2015_10_18_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.295627376689372_139.67590864536712,Other,Other,train,2013_08_22_cloud_0.png,2013_08_22_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5665735969590897_116.15552696340988,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9588688616051654_114.23256239566648,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.833675412398117_113.87110631837812,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.333076324322977_102.86423710124816,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.9457330683538687_98.53315822625716,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.7528866593973161_101.78452630364202,Plantation,Timber plantation,train,2017_08_16_cloud_0.png,2017_08_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.4573925896600066_111.39881070789124,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.221889811042412_117.34230779620356,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1949546664063337_102.37221699980336,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5046131669355745_109.77056025561322,Plantation,Oil palm plantation,train,2015_07_23_cloud_0.png,2015_07_23_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.4713424793434545_109.14614245373608,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.4999753587815805_96.6930671645724,Smallholder agriculture,Small-scale agriculture,train,2015_03_16_cloud_0.png,2015_03_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.9403329547027448_105.22015084393864,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.1166331132810385_111.663355250152,Plantation,Other large-scale plantations,train,2016_08_19_cloud_0.png,2016_08_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.066892040289288_114.81593459964688,Grassland shrubland,Grassland shrubland,train,2018_05_07_cloud_0.png,2018_05_07_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.23749030133464_104.08840037537136,Smallholder agriculture,Small-scale mixed plantation,train,2017_01_13_cloud_12.png,2017_01_13_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.134430323832178_101.08870731849667,Smallholder agriculture,Small-scale agriculture,train,2016_08_04_cloud_0.png,2016_08_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9887176086262546_101.34145504514532,Smallholder agriculture,Small-scale agriculture,train,2013_08_12_cloud_0.png,2013_08_12_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.2334545695840284_133.42393945712757,Other,Logging,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.247496129238524_100.36711297790112,Smallholder agriculture,Small-scale oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.3084777100126748_121.60930200311914,Grassland shrubland,Grassland shrubland,train,2017_09_06_cloud_0.png,2017_09_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.400782976975373_135.1302676558402,Plantation,Other large-scale plantations,train,2019_04_06_cloud_0.png,2019_04_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.537165545518943_132.53303152033502,Other,Logging,train,2019_05_06_cloud_0.png,2019_05_06_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.4530193735089538_123.93878408009212,Smallholder agriculture,Small-scale agriculture,train,2014_02_27_cloud_0.png,2014_02_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.6035011947704865_121.37135980425651,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.924599548126743_103.91596325635292,Plantation,Timber plantation,train,2013_06_27_cloud_0.png,2013_06_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.1979384201879264_127.70143753531232,Other,Logging,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.0798877438995023_98.3094294169029,Plantation,Oil palm plantation,train,2015_10_03_cloud_0.png,2015_10_03_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.2915248410059488_100.14814944404722,Smallholder agriculture,Small-scale agriculture,train,2017_06_04_cloud_0.png,2017_06_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0465080896210264_112.55020798983324,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0982779571963_112.8257447330482,Plantation,Oil palm plantation,train,2014_09_24_cloud_0.png,2014_09_24_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-6.201257296118783_140.87856392662917,Smallholder agriculture,Small-scale agriculture,train,2015_01_25_cloud_0.png,2015_01_25_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.355535782367857_121.8826329389188,Smallholder agriculture,Small-scale agriculture,train,2015_10_19_cloud_0.png,2015_10_19_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0821419287405704_115.57005793254469,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.4167578765551565_111.54005023696128,Plantation,Oil palm plantation,train,2016_03_12_cloud_0.png,2016_03_12_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.0539369693439915_109.67743374931948,Grassland shrubland,Grassland shrubland,train,2016_09_27_cloud_0.png,2016_09_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.458903181230202_119.32996553737978,Smallholder agriculture,Small-scale agriculture,train,2013_07_23_cloud_0.png,2013_07_23_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.0313788657087177_111.53653032802298,Plantation,Oil palm plantation,train,2016_03_12_cloud_12.png,2016_03_12_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.999750562220432_101.01846576901492,Grassland shrubland,Grassland shrubland,train,2013_06_25_cloud_0.png,2013_06_25_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.7143858135489447_99.80074330401062,Smallholder agriculture,Small-scale agriculture,train,2013_11_23_cloud_0.png,2013_11_23_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.807189539070395_110.82414094498291,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2892793007051415_102.0156003130844,Plantation,Timber plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.601938741787549_117.65486367941158,Plantation,Other large-scale plantations,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.797006581497887_121.26666655794892,Smallholder agriculture,Small-scale agriculture,train,2013_08_26_cloud_0.png,2013_08_26_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.6088637734892_107.87380461792056,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.7960511270750177_98.6761097040342,Smallholder agriculture,Small-scale oil palm plantation,train,2015_02_21_cloud_0.png,2015_02_21_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.3616433785837136_114.34703831502355,Grassland shrubland,Grassland shrubland,train,2019_06_27_cloud_0.png,2019_06_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4912914077482788_113.43900981857335,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.0280175658133528_103.3376726525828,Smallholder agriculture,Small-scale mixed plantation,train,2015_07_03_cloud_0.png,2015_07_03_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.2091619427214697_114.21908157675732,Other,Mining,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.711246800878623_103.89015035866876,Other,Secondary forest,train,2019_05_04_cloud_0.png,2019_05_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-3.946163232495884_136.39403928101194,Smallholder agriculture,Small-scale agriculture,train,2015_08_10_cloud_0.png,2015_08_10_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.2116241132272263_100.42768965728212,Smallholder agriculture,Small-scale mixed plantation,train,2016_08_04_cloud_0.png,2016_08_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.386724258955346_121.70331715400673,Smallholder agriculture,Small-scale agriculture,train,2019_08_27_cloud_0.png,2019_08_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.843458481864093_101.07635788100816,Plantation,Timber plantation,train,2016_08_20_cloud_0.png,2016_08_20_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.0384322761384253_100.45026238567024,Smallholder agriculture,Small-scale agriculture,train,2016_03_04_cloud_0.png,2016_03_04_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.9328451162658334_102.52472345325312,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.1208310341897867_101.49073876497856,Plantation,Timber plantation,train,2017_08_16_cloud_0.png,2017_08_16_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.17083319348766_100.46071867279232,Smallholder agriculture,Small-scale oil palm plantation,train,2014_07_14_cloud_0.png,2014_07_14_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.223091002050675_119.37667230288685,Smallholder agriculture,Small-scale agriculture,train,2013_10_27_cloud_0.png,2013_10_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.482637223526201_112.21773628185149,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7342480801600386_113.00569639065844,Grassland shrubland,Grassland shrubland,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.6961460069061445_101.26736664762356,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4057324355056164_116.35463062920655,Plantation,Other large-scale plantations,train,2015_08_12_cloud_0.png,2015_08_12_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.828573519778114_113.86916672344108,Grassland shrubland,Grassland shrubland,train,2019_05_10_cloud_0.png,2019_05_10_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.3411383111895054_122.41420979284078,Smallholder agriculture,Small-scale mixed plantation,train,2015_05_28_cloud_0.png,2015_05_28_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\2.045727042118921_117.78173209765272,Other,Fish pond,train,2015_07_04_cloud_12.png,2015_07_04_cloud_12.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\4.354876026443167_97.83646154315764,Smallholder agriculture,Small-scale agriculture,train,2018_02_13_cloud_0.png,2018_02_13_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.6633849219450799_102.6833198028643,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.320838929719813_113.80618892271744,Plantation,Timber plantation,train,2015_08_03_cloud_0.png,2015_08_03_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4231330960147803_100.3876488766913,Plantation,Oil palm plantation,train,composite.png,composite.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.2712561314816435_112.202757707802,Plantation,Oil palm plantation,train,2014_01_27_cloud_0.png,2014_01_27_cloud_0.npy,ok,10
D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9393593869783878_112.69296955946724,Other,Logging,train,2019_09_06_cloud_0.png,2019_09_06_cloud_0.npy,ok,10
