split,example_path,label,merged_label,latitude,longitude,year,vis_path,inf_path,aux_path,flr_path,vis_exists,inf_exists
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.436785655107242_107.7618116514494,Small-scale agriculture,Smallholder agriculture,-7.436785655107242,107.7618116514494,2005,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.436785655107242_107.7618116514494\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.436785655107242_107.7618116514494\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.436785655107242_107.7618116514494\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.436785655107242_107.7618116514494\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.8852555512190485_111.5840999668356,Grassland shrubland,Grassland shrubland,-2.8852555512190485,111.5840999668356,2016,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.8852555512190485_111.5840999668356\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.8852555512190485_111.5840999668356\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.8852555512190485_111.5840999668356\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.8852555512190485_111.5840999668356\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4774512967491982_109.7903991761138,Oil palm plantation,Plantation,1.4774512967491982,109.7903991761138,2007,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4774512967491982_109.7903991761138\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4774512967491982_109.7903991761138\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4774512967491982_109.7903991761138\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4774512967491982_109.7903991761138\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4206538293280393_97.28053841092805,Small-scale agriculture,Smallholder agriculture,1.4206538293280393,97.28053841092805,2016,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4206538293280393_97.28053841092805\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4206538293280393_97.28053841092805\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4206538293280393_97.28053841092805\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.4206538293280393_97.28053841092805\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.87839699136736_122.86747824260048,Small-scale agriculture,Smallholder agriculture,-4.87839699136736,122.86747824260048,2006,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.87839699136736_122.86747824260048\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.87839699136736_122.86747824260048\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.87839699136736_122.86747824260048\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-4.87839699136736_122.86747824260048\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.940738604125353_140.27672249400354,Timber plantation,Plantation,-7.940738604125353,140.27672249400354,2011,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.940738604125353_140.27672249400354\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.940738604125353_140.27672249400354\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.940738604125353_140.27672249400354\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-7.940738604125353_140.27672249400354\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7673565737647525_133.46815242172883,Logging,Other,-2.7673565737647525,133.46815242172883,2014,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7673565737647525_133.46815242172883\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7673565737647525_133.46815242172883\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7673565737647525_133.46815242172883\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.7673565737647525_133.46815242172883\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.188757346053542_101.52014430444773,Timber plantation,Plantation,1.188757346053542,101.52014430444773,2009,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.188757346053542_101.52014430444773\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.188757346053542_101.52014430444773\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.188757346053542_101.52014430444773\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.188757346053542_101.52014430444773\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.604000236497884_113.603870354428,Mining,Other,-1.604000236497884,113.603870354428,2007,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.604000236497884_113.603870354428\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.604000236497884_113.603870354428\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.604000236497884_113.603870354428\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.604000236497884_113.603870354428\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8838358498021371_109.1683696524446,Timber plantation,Plantation,0.8838358498021371,109.1683696524446,2010,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8838358498021371_109.1683696524446\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8838358498021371_109.1683696524446\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8838358498021371_109.1683696524446\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.8838358498021371_109.1683696524446\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7361960768988108_101.93419189956508,Timber plantation,Plantation,0.7361960768988108,101.93419189956508,2005,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7361960768988108_101.93419189956508\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7361960768988108_101.93419189956508\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7361960768988108_101.93419189956508\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.7361960768988108_101.93419189956508\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948,Oil palm plantation,Plantation,1.5450784967355304,109.53246925488948,2009,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.5450784967355304_109.53246925488948\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0372916376885715_111.4569524353762,Small-scale agriculture,Smallholder agriculture,0.0372916376885715,111.4569524353762,2007,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0372916376885715_111.4569524353762\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0372916376885715_111.4569524353762\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0372916376885715_111.4569524353762\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.0372916376885715_111.4569524353762\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9652980494891202_114.13526876074896,Logging,Other,-0.9652980494891202,114.13526876074896,2013,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9652980494891202_114.13526876074896\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9652980494891202_114.13526876074896\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9652980494891202_114.13526876074896\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.9652980494891202_114.13526876074896\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5458672268668053_99.19865542929053,Oil palm plantation,Plantation,0.5458672268668053,99.19865542929053,2006,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5458672268668053_99.19865542929053\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5458672268668053_99.19865542929053\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5458672268668053_99.19865542929053\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\0.5458672268668053_99.19865542929053\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432,Small-scale agriculture,Smallholder agriculture,-1.4453516734647438,100.7885494269432,2010,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-1.4453516734647438_100.7885494269432\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.414739877108802_130.84907976032218,Other,Other,-0.414739877108802,130.84907976032218,2006,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.414739877108802_130.84907976032218\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.414739877108802_130.84907976032218\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.414739877108802_130.84907976032218\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.414739877108802_130.84907976032218\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2673855496545907_118.13648785567229,Oil palm plantation,Plantation,1.2673855496545907,118.13648785567229,2015,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2673855496545907_118.13648785567229\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2673855496545907_118.13648785567229\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2673855496545907_118.13648785567229\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\1.2673855496545907_118.13648785567229\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.0959737106291682_100.04474437169225,Small-scale oil palm plantation,Smallholder agriculture,-0.0959737106291682,100.04474437169225,2007,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.0959737106291682_100.04474437169225\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.0959737106291682_100.04474437169225\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.0959737106291682_100.04474437169225\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.0959737106291682_100.04474437169225\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5243860584670275_111.49944130144868,Grassland shrubland,Grassland shrubland,-2.5243860584670275,111.49944130144868,2012,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5243860584670275_111.49944130144868\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5243860584670275_111.49944130144868\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5243860584670275_111.49944130144868\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-2.5243860584670275_111.49944130144868\forest_loss_region.pkl,True,True
train,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1729729236843432_109.52260195814186,Oil palm plantation,Plantation,-0.1729729236843432,109.52260195814186,2015,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1729729236843432_109.52260195814186\images\visible\composite.png,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1729729236843432_109.52260195814186\images\infrared\composite.npy,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1729729236843432_109.52260195814186\auxiliary,D:\KULIAH\sem 4\machine learn\project w ilo lila\ForestNetDataset\deep\downloads\ForestNetDataset\examples\-0.1729729236843432_109.52260195814186\forest_loss_region.pkl,True,True
